Date,BOLL,CCI,DMA,KDJ,MTM,MACD,SAR
2009-04-23,2411.1833,-25.2565,199.5456,57.2503,-72.1020,64.6557,2422.7890
2009-04-24,2419.8322,-22.7696,195.9724,43.6658,-85.5390,57.5430,2441.5605
2009-04-27,2425.2010,-76.5437,183.4460,31.2938,-98.5870,47.8646,2579.2180
2009-04-28,2429.8299,-111.4554,170.6307,25.5505,-156.0180,39.4245,2575.4969
2009-04-29,2435.3188,-55.1874,160.8692,32.4776,-67.6360,37.6877,2567.3707
2009-04-30,2440.6707,-14.5819,149.8586,38.6066,16.2230,36.6455,2559.5696
2009-05-04,2450.9921,81.5659,148.8005,55.9602,95.9570,41.9799,2372.3430
2009-05-05,2458.9010,123.8372,143.6714,67.0633,118.7420,46.2733,2376.1070
2009-05-06,2467.2888,123.2113,143.6057,77.3884,187.1720,51.1186,2384.6938
2009-05-07,2476.4968,124.5606,149.2800,81.6339,196.0090,54.7253,2397.4277
2009-05-08,2486.2057,118.9394,157.0677,86.6840,157.4530,59.1768,2415.4024
2009-05-11,2492.8107,100.4793,161.0129,81.4975,102.1780,58.3287,2437.2683
2009-05-12,2500.2292,79.6216,171.5889,81.9811,58.2610,60.0648,2464.4701
2009-05-13,2509.6133,106.6997,186.4154,86.9584,96.4290,64.3776,2488.4077
2009-05-14,2517.3328,83.7819,192.2157,85.8114,47.3670,65.1180,2513.8604
2009-05-15,2528.7896,83.0738,200.0420,83.4823,47.8160,65.3849,2535.7498
2009-05-18,2539.2859,69.6196,200.6948,84.0458,27.1340,65.4485,2554.5746
2009-05-19,2548.2265,117.6908,201.9558,86.4138,96.9350,66.6592,2570.7640
2009-05-20,2553.5232,98.4853,197.1918,81.4708,33.2420,64.8324,2589.5397
2009-05-21,2556.7324,18.9663,189.4683,67.6470,-53.1440,59.4083,2598.8690
2009-05-22,2559.0995,-57.8646,177.4923,55.0705,-42.2860,53.4429,2688.1120
2009-05-25,2562.0178,-89.5248,170.9961,52.6318,-35.2530,49.1500,2685.9216
2009-05-26,2565.2732,-72.3911,158.8418,46.2264,-64.2040,43.5166,2680.0296
2009-05-27,2568.1761,-13.1005,146.1654,51.8464,-43.7520,42.1454,2674.3733
2009-06-01,2575.3088,189.7427,144.2457,66.9343,69.8660,47.6386,2538.6220
2009-06-02,2585.4225,186.5102,142.1380,73.7823,113.6800,51.6406,2542.3839
2009-06-03,2597.5239,181.7827,144.4624,82.5085,180.9880,58.5181,2550.7237
2009-06-04,2609.7796,137.8538,143.7955,86.7507,157.2340,62.3346,2564.4013
2009-06-05,2623.1851,118.7250,145.4750,86.1929,165.3160,63.5492,2577.2582
2009-06-08,2637.2966,97.2062,152.6480,87.3112,135.4060,64.9289,2594.4094
2009-06-09,2649.5925,84.1702,161.7500,90.3839,66.6070,66.8296,2614.4834
2009-06-10,2662.6186,108.2931,173.2828,92.9559,91.9450,69.8194,2632.5500
2009-06-11,2671.7497,90.9109,185.6997,88.7722,18.7310,69.8564,2655.1130
2009-06-12,2678.5353,43.2031,189.0685,67.9421,-23.4820,64.8169,2679.4206
2009-06-15,2686.1133,47.8856,187.5686,66.8461,35.6580,63.7824,2700.3252
2009-06-16,2692.9816,50.7450,185.3805,61.4570,7.6860,61.1659,2718.3031
2009-06-17,2700.0769,75.3047,180.8373,68.4991,22.2360,61.1393,2733.7641
2009-06-18,2710.6214,197.1179,180.8207,78.6220,37.6560,63.9140,2744.9430
2009-06-19,2720.7106,206.7982,184.6546,84.5319,83.1720,67.4807,2762.6185
2009-06-22,2729.6543,197.6521,186.4729,85.2217,152.5400,70.7673,2784.9170
2009-06-23,2739.3778,140.2532,186.6974,82.7819,103.1480,72.2482,2812.5808
2009-06-24,2750.0330,129.4729,187.7412,85.6644,146.2770,74.9466,2838.2756
2009-06-25,2760.5048,123.3687,192.2869,87.1193,114.9230,76.4257,2858.8315
2009-06-26,2770.1790,102.3530,202.7112,88.3395,74.3080,76.9661,2876.4448
2009-06-29,2782.6367,117.0636,212.5025,91.9960,94.8220,80.2699,2890.5354
2009-06-30,2796.0498,111.9507,222.3320,87.8854,63.0600,80.6710,2907.8128
2009-07-01,2811.8401,114.5276,232.0504,91.6145,115.4530,83.9579,2925.7046
2009-07-02,2829.1572,155.7269,242.6295,94.0607,137.9550,89.7327,2942.5049
2009-07-03,2848.3800,155.0994,252.3662,95.9737,163.3210,95.4772,2966.5167
2009-07-06,2867.2929,164.1478,261.9363,96.8262,196.4560,101.7856,2990.9858
2009-07-07,2881.4533,125.8524,269.1017,91.7572,114.1360,102.7587,3018.4506
2009-07-08,2895.1638,77.7503,272.3056,87.0267,121.4120,101.6580,3011.2140
2009-07-09,2908.4117,97.0384,277.7508,90.2438,114.8850,103.0084,3034.9846
2009-07-10,2921.7458,93.8212,282.0730,88.9709,53.6780,102.1663,3054.0011
2009-07-13,2934.3099,60.2820,280.3499,82.3385,-7.8110,97.6798,3071.2097
2009-07-14,2948.8030,88.3572,285.5776,87.6305,20.4900,98.2050,3084.9765
2009-07-15,2964.2132,131.5411,291.0449,91.6863,99.1010,100.9589,3097.4996
2009-07-16,2978.3476,137.8621,291.0656,88.5287,102.9680,101.5824,3115.7817
2009-07-17,2993.4407,115.1100,289.2586,87.3764,66.7060,101.3918,3136.8390
2009-07-20,3013.5622,170.4906,290.0945,91.2923,152.9880,106.2437,3153.6848
2009-07-21,3029.8567,128.3751,290.7188,83.9213,132.6500,104.5494,3176.7838
2009-07-22,3049.8795,137.6258,297.9656,88.5684,151.4580,108.6843,3197.3445
2009-07-23,3069.8167,155.5077,304.3047,92.0423,139.9390,113.2280,3218.1610
2009-07-24,3089.7667,160.2422,315.9951,91.9540,188.8610,119.0165,3240.7414
2009-07-27,3111.1020,163.6120,335.5542,94.5500,245.4710,127.1899,3272.2029
2009-07-28,3131.9508,140.8542,349.0134,96.1827,171.4510,132.3960,3304.9489
2009-07-29,3146.3253,40.1852,344.5285,76.2913,53.2260,121.2502,3454.0190
2009-07-30,3161.6815,27.1624,345.4127,68.4143,24.9450,115.5336,3448.4229
2009-07-31,3180.4128,93.6292,352.4318,73.9445,83.5720,116.9577,3442.9387
2009-08-03,3200.9659,123.0990,354.9595,82.3338,89.9870,120.7713,3174.2140
2009-08-04,3220.0477,110.3934,363.3063,87.5018,36.2300,123.0890,3180.0332
2009-08-05,3238.0915,77.2654,360.1250,86.2356,-9.8700,120.0767,3191.9523
2009-08-06,3251.4831,10.7805,347.5539,77.4727,89.8980,110.5909,3203.3946
2009-08-07,3259.1922,-67.2988,323.8074,61.1368,-60.8700,94.2694,3214.3792
2009-08-10,3265.3996,-115.5536,294.6926,49.0470,-162.3020,79.5357,3201.0600
2009-08-11,3270.7865,-111.4293,266.5197,40.3608,-197.8640,68.2796,3211.7415
2009-08-12,3271.6814,-168.1321,244.4658,27.6350,-358.7230,46.5568,3374.4610
2009-08-13,3273.9809,-157.1295,218.8994,24.8398,-287.9410,31.2278,3369.0631
2009-08-14,3271.0554,-154.8055,176.5288,17.1424,-309.3580,11.3963,3356.7053
2009-08-17,3261.6976,-197.3447,115.2869,11.6078,-390.0600,-18.3382,3337.6613
2009-08-18,3255.1718,-159.3726,56.7712,12.4504,-338.8760,-38.2143,3300.0399
2009-08-19,3241.3420,-142.4992,-6.9072,9.6154,-479.1420,-63.3467,3252.7472
2009-08-20,3230.6894,-103.9615,-53.6673,15.5710,-201.1370,-72.2643,3193.7850
2009-08-21,3222.1136,-70.4777,-87.9994,23.3704,-179.7890,-74.5037,3141.8982
2009-08-24,3214.5631,-46.0349,-117.7101,31.2183,-53.5430,-72.8039,3096.2378
2009-08-25,3201.0586,-65.7937,-155.3980,34.0444,45.1730,-76.8348,3056.0566
2009-08-26,3191.6120,-41.1472,-173.0598,40.5672,56.7110,-74.9858,3025.1343
2009-08-27,3178.1420,-32.5643,-194.3262,50.8664,160.8110,-74.3738,3000.9546
2009-08-28,3160.1497,-64.5217,-212.5585,47.5029,-50.8940,-79.8837,2979.6765
2009-08-31,3133.0397,-181.3885,-228.2758,32.1315,-293.0260,-98.6818,2960.9517
2009-09-01,3104.1363,-181.8071,-246.8124,25.4345,-309.7050,-111.0103,2919.2381
2009-09-02,3076.3134,-138.2122,-249.7269,23.8225,-200.8290,-116.9115,2874.5214
2009-09-03,3060.1054,-44.7792,-254.7822,34.6199,-122.5710,-109.8282,2639.7590
2009-09-04,3042.4150,1.0539,-263.3664,43.8498,-84.7860,-101.7040,2644.0470
2009-09-07,3021.9940,28.7291,-272.7137,51.8294,20.4280,-92.6238,2653.3245
2009-09-08,3001.5280,34.0771,-270.6688,62.3778,262.7300,-80.5166,2669.2860
2009-09-09,2981.3287,61.4054,-271.5646,73.2620,262.5350,-68.8543,2690.2415
2009-09-10,2961.9587,58.1815,-271.0084,78.3090,209.9090,-60.6376,2717.4461
2009-09-11,2947.8611,90.7618,-256.1265,84.6553,144.7680,-48.3311,2741.9302
2009-09-14,2938.8631,115.7138,-218.2683,89.1892,165.1320,-35.1910,2772.8179
2009-09-15,2930.5542,115.5274,-182.1535,91.1304,152.6120,-23.9377,2809.2550
2009-09-16,2920.3612,86.5113,-152.0586,86.5009,69.2350,-17.5618,2847.8424
2009-09-17,2918.3436,104.9032,-129.2795,90.4306,114.0010,-7.5362,2880.2558
2009-09-18,2911.5015,59.4069,-116.1484,78.7500,37.7840,-7.3806,2913.3718
2009-09-21,2908.4261,6.9982,-105.2880,68.6870,-22.7810,-6.8281,2871.6460
2009-09-22,2909.4616,-22.6314,-103.6281,50.1887,-129.1880,-11.8582,3068.0280
2009-09-23,2906.8400,-110.9669,-107.0653,35.7801,-191.0070,-20.0381,3064.1004
2009-09-24,2909.4542,-137.9879,-107.5945,32.0952,-146.1560,-25.3544,3054.5707
2009-09-25,2906.6565,-129.1707,-115.6715,27.9174,-221.4180,-30.4042,3038.2828
2009-09-28,2899.0701,-158.6918,-131.9252,19.7485,-199.1420,-40.0223,3022.9722
2009-09-29,2889.8821,-153.0882,-150.6707,17.1238,-212.4710,-47.8185,3001.3563
2009-09-30,2884.6368,-99.8541,-162.3553,17.7060,-118.1270,-51.3965,2972.4505
2009-10-09,2882.4876,-15.8878,-168.8743,36.3690,68.9940,-43.0611,2946.4354
2009-10-12,2880.4910,6.9077,-166.1303,46.6883,40.9290,-37.4144,2932.0780
2009-10-13,2883.3949,28.1768,-159.2319,64.2175,97.3490,-29.2369,2763.7120
2009-10-14,2895.0406,84.0991,-142.5772,71.6666,207.0070,-19.7573,2767.1942
2009-10-15,2906.4277,106.6776,-123.1376,77.3057,225.2480,-11.3668,2776.9309
2009-10-16,2916.4915,94.1796,-103.9312,80.7168,197.2070,-4.9152,2791.1707
2009-10-19,2923.9241,121.9948,-76.5123,87.0089,126.5580,5.1127,2804.5560
2009-10-20,2932.4951,148.3218,-36.8567,91.2884,189.9710,16.5950,2823.3599
2009-10-21,2939.7825,124.8175,2.7653,89.8948,134.3980,24.2959,2849.5183
2009-10-22,2944.4339,92.8617,37.5057,85.0117,80.8800,28.5227,2880.2378
2009-10-23,2950.6488,103.6110,62.0885,87.8069,128.0590,36.0112,2907.2710
2009-10-26,2957.7520,101.2686,86.6193,89.4528,132.9330,41.6050,2937.5378
2009-10-27,2958.9700,44.6497,99.7121,75.2173,-16.8140,38.4850,2963.5674
2009-10-28,2959.1465,5.7762,110.4598,67.4445,-53.1250,36.3894,2974.2580
2009-10-29,2956.3287,-59.7346,111.5726,46.6063,-110.1230,28.6799,3123.3640
2009-10-30,2956.1802,-28.6407,116.3884,39.5931,-55.5640,25.1353,3119.9370
2009-11-02,2956.8105,-6.2195,119.6324,51.9240,-31.1980,28.5175,3116.5785
2009-11-03,2962.6397,106.2473,117.7378,66.4095,4.6610,33.8400,2923.5250
2009-11-04,2968.8523,113.9524,119.1795,75.6308,107.0780,38.7660,2927.4785
2009-11-05,2978.7561,131.0210,122.1542,83.2344,123.7240,44.2988,2936.0375
2009-11-06,2991.1144,140.4620,122.7241,86.3187,203.5710,48.8455,2949.3983
2009-11-09,3003.5002,112.2649,125.0298,89.8551,179.7370,52.7723,2968.1324
2009-11-10,3016.5682,117.9637,137.0412,89.4702,101.9610,55.4888,2985.3677
2009-11-11,3032.4016,85.0122,146.2398,88.8175,60.9650,56.7120,3007.9415
2009-11-12,3048.4941,81.9803,163.3807,88.1219,44.4080,56.8449,3028.2578
2009-11-13,3064.1949,63.1120,177.7355,86.1647,32.5940,57.4740,3046.5425
2009-11-16,3078.1692,128.5480,189.2882,90.6833,111.0110,64.2841,3062.9988
2009-11-17,3093.1079,145.1920,193.8515,90.8527,107.3040,69.5125,3088.5048
2009-11-18,3107.2250,153.3195,198.9310,91.6654,124.6240,74.4396,3117.8872
2009-11-19,3120.6896,143.7050,203.3742,93.0516,145.4200,78.8379,3149.5648
2009-11-20,3133.3264,110.7877,208.5386,91.4358,135.4010,80.4069,3181.8681
2009-11-23,3147.2507,109.0853,215.3054,94.1895,151.0160,83.1383,3212.0007
2009-11-24,3154.3758,38.2280,212.9488,76.4784,-51.5220,75.1462,3361.3860
2009-11-25,3162.2877,20.8518,217.2523,74.1685,7.2760,73.3441,3358.4388
2009-11-26,3166.1489,-37.5986,212.5613,51.2082,-132.2540,61.5887,3351.6220
2009-11-27,3167.8740,-144.2775,199.9955,35.9665,-224.3470,45.7166,3340.1457
2009-11-30,3171.2377,-78.2345,187.9106,37.5743,-113.0450,40.6605,3319.4048
2009-12-01,3176.0760,-29.1009,178.9856,43.4069,-103.3000,39.4317,3300.3232
2009-12-02,3185.6257,24.1504,170.9169,51.3819,46.2260,40.7628,3282.7682
2009-12-03,3194.5988,2.5478,160.0201,56.0897,-25.5370,40.9325,3270.3670
2009-12-04,3208.3133,43.7489,155.7543,65.4571,146.0640,44.7802,3173.4160
2009-12-07,3221.2383,94.5545,147.6931,76.6930,235.6320,48.4694,3176.3303
2009-12-08,3229.7004,56.0339,148.4138,79.5439,101.3630,47.9968,3182.6375
2009-12-09,3234.5212,-3.4419,136.5138,73.9257,4.2050,42.5249,3188.6924
2009-12-10,3239.3568,4.7489,136.6113,70.5189,-15.4880,38.9255,3194.5052
2009-12-11,3242.9055,22.7679,143.8414,62.3518,-17.3100,35.1078,3200.0854
2009-12-14,3248.2465,38.0101,145.3204,68.2451,-14.1400,36.1508,3178.2290
2009-12-15,3252.0494,62.2887,139.0114,66.0877,-57.4370,34.2870,3183.7012
2009-12-16,3254.9957,32.5927,127.5441,60.5311,-41.4510,30.9006,3188.9545
2009-12-17,3255.1452,-116.9955,110.9960,40.8734,-60.4900,21.8219,3315.0340
2009-12-18,3252.8737,-274.9021,86.6368,28.1268,-140.3780,9.2598,3312.2658
2009-12-21,3250.3862,-218.8578,61.1746,23.8856,-124.3450,0.0370,3304.0964
2009-12-22,3241.7505,-183.4749,34.2736,17.2153,-252.3840,-12.9690,3291.1308
2009-12-23,3233.7077,-142.5228,15.6296,15.5856,-200.6830,-21.1558,3271.0290
2009-12-24,3227.9453,-69.8962,2.0718,24.1455,-101.8030,-20.9764,3252.5353
2009-12-25,3221.0507,-48.0437,-11.8191,28.9452,-37.7250,-21.5586,3235.5211
2009-12-28,3216.4522,-6.6049,-26.2413,38.4288,74.8990,-17.9853,3219.8681
2009-12-29,3211.5713,14.7193,-35.0573,50.1996,88.7880,-13.1479,3075.1070
2009-12-30,3213.0742,65.7549,-38.1588,66.1539,212.0800,-5.1525,3077.8552
2009-12-31,3212.5732,89.1209,-32.8673,76.7383,203.3620,2.3301,3085.4210
2010-01-04,3215.3724,80.5933,-22.5981,77.7688,90.3500,5.5034,3097.2284
2010-01-05,3222.5230,87.5958,-10.1298,83.4596,140.8260,10.9916,3113.0725
2010-01-06,3224.7889,90.6353,5.5846,82.6837,65.4300,12.9354,3127.6490
2010-01-07,3223.1509,32.3424,14.2556,67.9667,-18.9850,9.4099,3144.4709
2010-01-08,3220.3142,-4.7946,13.8036,55.9992,-66.6030,6.7974,3149.0170
2010-01-11,3218.3189,51.6937,16.6053,50.8013,-64.3890,6.0096,3163.7021
2010-01-12,3216.6620,48.5548,21.1771,60.2725,30.2060,10.2071,3180.0850
2010-01-13,3210.5375,-42.5502,16.0981,45.1776,-109.5210,5.2980,3306.7510
2010-01-14,3207.4177,-39.9791,9.6529,44.1786,-38.6650,4.8130,3303.5963
2010-01-15,3206.8248,-12.7273,2.9722,45.3304,31.3760,5.0643,3300.8341
2010-01-18,3206.1645,-10.4616,0.8448,48.8341,41.1010,6.2363,3298.1271
2010-01-19,3206.1475,46.5988,-4.1115,53.2358,34.1240,7.8632,3295.4743
2010-01-20,3200.3377,-109.0985,-13.8128,36.2304,-122.1160,1.4681,3292.8767
2010-01-21,3195.8917,-153.9964,-16.8775,30.0772,-13.7950,-2.9997,3287.0950
2010-01-22,3191.0215,-189.8172,-22.7313,30.3945,-86.9620,-8.8810,3277.4834
2010-01-25,3187.7650,-160.9491,-32.7005,25.4013,-129.7410,-16.1140,3260.2951
2010-01-26,3184.1307,-206.4671,-53.0446,19.1124,-217.7040,-27.5815,3244.4818
2010-01-27,3178.8859,-188.5436,-65.7240,14.3150,-260.2670,-38.8672,3220.2292
2010-01-28,3176.7175,-148.2937,-81.6829,12.8505,-157.7070,-46.6652,3190.5169
2010-01-29,3173.4681,-115.0831,-98.5425,11.3438,-169.5710,-52.6299,3158.7893
2010-02-01,3165.3123,-128.0638,-120.7766,10.3357,-187.2280,-60.5269,3131.5035
2010-02-02,3157.3647,-101.6592,-143.9137,9.6541,-159.6980,-66.5546,3096.5249
2010-02-03,3150.2512,-78.3431,-154.3214,21.1516,-15.5590,-65.0046,3067.1428
2010-02-04,3141.9261,-52.3014,-164.7797,28.3111,8.7010,-63.7297,3035.2609
2010-02-05,3129.4954,-84.0297,-179.0668,26.4533,-54.7410,-66.4643,3009.1177
2010-02-08,3116.3429,-81.0373,-191.7687,28.4928,-54.1180,-68.1866,2987.6803
2010-02-09,3104.9999,-70.7308,-193.8947,33.5375,7.4820,-67.6686,2970.1016
2010-02-10,3093.4738,-28.5295,-189.2481,45.2220,47.7870,-63.8067,2918.9090
2010-02-11,3083.1385,8.6887,-184.4275,55.5874,-18.3360,-59.8146,2920.1944
2010-02-12,3076.4215,89.0201,-176.6135,70.2040,22.8250,-53.4019,2923.4521
2010-02-22,3069.0138,106.6512,-164.1367,74.4614,63.9960,-48.9447,2929.1764
2010-02-23,3060.1610,2.3233,-152.3641,69.3365,47.4010,-46.5558,2936.9750
2010-02-24,3050.4768,80.0061,-145.0402,78.1711,73.3350,-40.9945,2944.1497
2010-02-25,3046.1675,178.4495,-134.9302,84.8826,78.1180,-33.1037,2950.7505
2010-02-26,3039.8750,153.5345,-119.6296,86.1666,66.4440,-27.2362,2961.9758
2010-03-01,3034.6323,165.9455,-101.1733,89.6432,69.7090,-19.4650,2974.6417
2010-03-02,3028.3250,130.8177,-84.1508,88.2443,69.7100,-14.3300,2991.2252
2010-03-03,3022.5608,118.3600,-69.1512,91.8600,114.4300,-8.2373,3007.9879
2010-03-04,3017.6193,49.3840,-60.7270,78.4765,1.1960,-9.2436,3102.3980
2010-03-05,3012.7040,10.4622,-56.4735,71.1210,-29.5530,-9.3132,3100.6743
2010-03-08,3009.8057,35.8258,-50.2771,69.6235,1.2890,-7.4932,3097.0909
2010-03-09,3008.8338,54.9757,-40.5438,67.6083,-18.7010,-4.7128,3093.6508
2010-03-10,3009.9697,38.6498,-37.8370,58.8856,-24.1810,-4.0933,3090.3483
2010-03-11,3012.4572,14.3334,-38.3207,53.9301,-45.7230,-3.3733,3087.1778
2010-03-12,3013.1983,-54.6662,-39.3738,36.8018,-9.9610,-5.7918,3084.7031
2010-03-15,3012.7232,-200.3815,-47.1758,27.7610,-54.1260,-10.5302,3080.3392
2010-03-16,3014.7032,-184.9564,-51.2836,25.5604,-60.3910,-12.8540,3070.9916
2010-03-17,3019.1558,-33.6830,-52.7106,40.7141,-18.6620,-9.9303,3060.2363
2010-03-18,3020.7809,14.1558,-46.1088,49.6225,-2.8380,-7.8767,3063.5860
2010-03-19,3023.5672,44.0230,-38.2525,61.4529,16.4680,-4.4500,2963.4380
2010-03-22,3028.7662,97.8868,-32.7344,71.1964,61.1640,-1.1701,2965.5625
2010-03-23,3033.3027,73.7241,-29.7549,72.3967,76.1860,-0.2982,2970.2738
2010-03-24,3037.4553,66.2348,-25.0187,74.2207,63.9670,0.6822,2974.7966
2010-03-25,3038.8659,-41.4320,-24.7573,64.9752,-31.3030,-1.5595,2979.1386
2010-03-26,3041.7203,16.0179,-17.4014,70.0812,13.6260,-0.0642,2983.3068
2010-03-29,3045.7844,182.2076,-0.9364,78.4584,56.0480,6.2201,2987.2931
2010-03-30,3050.5948,183.1298,15.5362,84.5227,53.8920,11.4454,2995.8723
2010-03-31,3055.4613,124.1498,22.6699,83.3040,55.9800,13.8642,3006.8086
2010-04-01,3060.2782,138.4261,34.1653,88.6459,90.6080,18.6574,3016.8700
2010-04-02,3064.0220,138.1845,44.5099,92.0652,138.7810,23.0411,3030.0174
2010-04-06,3068.1273,122.5950,54.4887,90.8848,98.9660,26.2707,3045.5671
2010-04-07,3070.4496,87.1817,65.9715,88.0234,24.4240,27.6673,3064.1032
2010-04-08,3072.2035,42.5703,72.8244,80.2623,-9.7590,26.0920,3080.0443
2010-04-09,3074.0628,55.3158,85.7118,76.6102,36.2420,26.6853,3093.7536
2010-04-12,3078.1355,44.4391,92.6531,63.1044,-18.1530,25.5630,3105.5436
2010-04-13,3083.1427,63.8281,95.0616,68.1174,3.2940,26.9442,3101.4830
2010-04-14,3087.4869,89.9105,95.8973,73.6088,7.5020,28.1127,3113.0272
2010-04-15,3091.1725,94.8024,97.9162,75.4644,16.7440,28.6107,3122.7243
2010-04-16,3094.3023,-6.5936,93.4817,62.2906,11.5930,25.9096,3181.6630
2010-04-19,3091.5721,-361.2964,75.8956,41.9395,-165.0500,11.5319,3180.0594
2010-04-20,3090.2691,-267.2092,57.2173,33.2560,-149.7300,0.0749,3171.9680
2010-04-21,3092.4360,-139.4489,43.7516,34.9218,-127.9730,-4.6148,3158.1309
2010-04-22,3092.6915,-117.5734,31.9161,31.3448,-166.6990,-10.9323,3145.1241
2010-04-23,3090.1168,-103.4249,15.9705,26.7482,-181.4290,-17.0295,3132.8976
2010-04-26,3087.1712,-94.2258,-0.6075,21.7372,-160.7990,-22.7319,3121.4048
2010-04-27,3081.0242,-126.4411,-25.3949,18.8876,-72.3690,-31.8526,3112.0704
2010-04-28,3074.3224,-119.7389,-51.0098,16.5416,-79.2020,-39.2414,3092.4121
2010-04-29,3067.2188,-110.5310,-78.3819,11.4547,-164.8460,-47.1278,3069.7178
2010-04-30,3060.0574,-122.9805,-102.0532,15.3946,-128.8730,-52.5958,3049.2929
2010-05-04,3052.9844,-123.5716,-112.8981,14.1330,-148.2600,-59.0990,3021.8917
2010-05-05,3045.1935,-111.5291,-122.2114,20.8470,-112.3520,-61.7758,2992.1053
2010-05-06,3030.4205,-136.3874,-146.7115,14.4566,-168.2260,-72.5381,2956.6209
2010-05-07,3013.4942,-174.4265,-171.1457,11.9106,-211.9480,-84.2373,2916.7290
2010-05-10,2997.7116,-148.9095,-192.3865,13.4511,-169.6750,-91.6158,2866.5456
2010-05-11,2978.4869,-126.9516,-216.4920,10.0052,-223.0370,-100.4356,2822.5543
2010-05-12,2959.1698,-127.9589,-233.0709,11.9582,-179.5630,-105.5518,2785.7500
2010-05-13,2941.9324,-80.7979,-244.8012,21.0190,-146.6440,-103.9864,2749.4396
2010-05-14,2924.5634,-65.7333,-253.9740,25.9381,-43.0730,-102.6819,2720.3913
2010-05-17,2903.0720,-120.4954,-275.7732,17.5912,-128.4520,-111.3945,2697.1526
2010-05-18,2881.8964,-117.1155,-291.0969,18.7489,-103.9740,-114.1709,2669.1699
2010-05-19,2861.0712,-99.2068,-308.7228,21.2572,-59.7670,-115.6015,2641.2609
2010-05-20,2837.7900,-108.7111,-316.8350,18.1326,-99.7740,-117.9471,2618.9337
2010-05-21,2815.3800,-112.0877,-318.0130,24.6673,-126.9850,-116.2404,2601.0720
2010-05-24,2796.4745,-9.0010,-312.9892,44.0843,-23.2060,-106.4070,2481.9740
2010-05-25,2776.9486,-18.1583,-307.6680,49.6959,62.6990,-101.5420,2485.9444
2010-05-26,2763.3138,-10.8571,-303.6372,53.8937,31.0100,-96.3209,2489.8354
2010-05-27,2750.8671,7.2375,-302.3576,65.1361,68.1110,-88.7294,2493.6485
2010-05-28,2736.3475,60.0128,-298.5496,71.7428,99.8270,-81.7826,2497.3854
2010-05-31,2720.6807,-13.5195,-286.2491,65.7806,8.6250,-80.4831,2504.9517
2010-06-01,2704.7093,-90.6872,-278.9098,57.9174,-105.1400,-80.4514,2512.2153
2010-06-02,2689.3986,-97.5009,-270.4851,53.1869,-51.2070,-79.2593,2519.1883
2010-06-03,2675.7343,-67.5847,-260.8042,41.8228,-73.1370,-78.9191,2525.8825
2010-06-04,2662.3982,-94.8715,-253.7328,34.4356,-102.3250,-77.6785,2527.8730
2010-06-07,2648.6788,-138.6464,-259.7532,26.3896,-144.0380,-79.1609,2596.1370
2010-06-08,2634.9610,-111.8614,-259.7062,21.4071,-78.2000,-79.2432,2594.0475
2010-06-09,2625.2915,-39.7007,-253.0999,30.0445,15.5870,-72.8268,2589.9515
2010-06-10,2613.9618,-30.1309,-251.1159,33.6385,-8.8430,-68.6680,2586.0193
2010-06-11,2607.4326,-8.1246,-248.9152,46.7597,17.2860,-64.0400,2590.9790
2010-06-17,2602.5042,-8.9419,-240.3620,53.0566,6.6520,-60.4577,2595.5090
2010-06-18,2595.3683,-88.1568,-232.9734,42.2537,1.4930,-60.7133,2591.7334
2010-06-21,2593.0081,-12.3213,-220.0452,58.5181,72.2630,-54.3992,2588.2771
2010-06-22,2590.4306,92.8378,-205.2506,69.3293,4.8280,-48.6339,2504.3150
2010-06-23,2585.0215,55.3395,-192.6459,70.6558,7.2920,-45.0644,2506.1958
2010-06-24,2580.0260,51.8138,-175.5723,69.6016,-3.1970,-42.0037,2508.0389
2010-06-25,2579.7524,-7.6954,-160.1564,63.5934,-7.4280,-40.2382,2509.8452
2010-06-28,2577.4637,-43.0923,-152.4961,53.3710,22.0560,-39.7955,2511.6153
2010-06-29,2571.2809,-214.5890,-151.2662,35.7983,-159.1570,-47.6284,2586.8980
2010-06-30,2565.2205,-260.3259,-153.0915,26.3366,-190.3280,-55.5107,2583.6786
2010-07-01,2557.1540,-195.8966,-156.6066,17.8540,-196.0800,-63.0143,2575.6258
2010-07-02,2545.9800,-157.1969,-157.6908,19.4594,-183.8440,-67.4484,2563.3949
2010-07-05,2536.0307,-123.3724,-167.6053,18.3523,-188.8700,-71.6658,2543.9024
2010-07-06,2527.7088,-79.1615,-173.0557,23.4248,-125.8540,-70.5255,2525.9693
2010-07-07,2518.6780,-53.8677,-176.3638,28.9684,-5.9360,-67.8957,2509.4709
2010-07-08,2509.4235,-42.6914,-180.1556,32.4681,16.7800,-65.5375,2494.2924
2010-07-09,2504.7610,-9.0403,-178.3734,44.4069,97.1310,-58.4939,2485.6000
2010-07-12,2501.7778,28.9053,-174.4852,61.0430,107.8170,-50.7298,2392.5670
2010-07-13,2497.1187,8.0843,-163.1610,64.6993,86.3390,-47.2940,2394.7361
2010-07-14,2493.9565,46.5941,-147.9941,70.8427,61.0160,-42.4554,2396.8619
2010-07-15,2488.9838,21.8717,-134.0168,65.1052,3.1870,-41.8611,2398.9451
2010-07-16,2485.6201,-16.2853,-121.6597,59.0278,9.1210,-40.9210,2389.0710
2010-07-19,2484.1383,59.9181,-102.8777,65.0621,4.4980,-35.6378,2391.1814
2010-07-20,2482.0175,147.0159,-86.7276,76.3303,38.0120,-26.8399,2393.2495
